text,sentiment
@usuario @usuario Que verguenza Gilbert,NEG
@usuario @usuario Its too late,NEG
@usuario @usuario @usuario Its too late.,NEG
"@usuario @usuario @usuario No soy Ines, pero por ahi es. Dijera el gran Caton.",NEU
@usuario @usuario Its too late.,NEG
@usuario  url,NEU
@usuario @usuario @usuario  url,NEU
@usuario @usuario Ojala y asi salieran a declarar los culpables de la L12 del metro que ocasiono la muerte de 26 personas. Pero ahi se nota la diferencia en las personas.,NEG
@usuario  url,NEU
@usuario  url,NEU
"@usuario Y mientras tanto, los politicos del PT y Morena, arropan a Rusia. Lo que quiere decir que estan a favor de lo que esta haciendo Rusia contra Ucrania. No que somos un pais de PAZ ???",NEG
@usuario  url,NEU
@usuario Ya se deslindo? O ya comento algo al respecto??,NEU
"@usuario Ni modo, lo que se ve, no se juzga. Mas claro ni el agua, para que EEUU, se de cuenta de que lado masca la Iguana.",NEG
"@usuario Muy mal porque alguien fuga informacion que es privilegiada y otro la comparte, lo que pone muy en mal la autonomia del Banxico y lo unico que quiere demostrar que el tiene el poder y el control el todo.",NEG
@usuario  url,NEU
@usuario @usuario @usuario  url,NEU
@usuario @usuario @usuario  url,NEU
@usuario @usuario @usuario A donde se fueron todos los pasajeros?.???,NEG
"@usuario Dijeron que desde el 1er dia de este gobierno se notaria la diferencia...y vaya que si, fueron mucho muy diferentes.",NEU
@usuario Lo bueno que desde el 1er dia de este gobierno se veria la diferencia...vaya que si.,POS
"@usuario No es es INE, es la Constitucion",NEG
@usuario  url,NEU
@usuario @usuario @usuario @usuario @usuario Le falto nombrar a BROZO,NEG
"@usuario Y si tanto admiran a Cuba, Nicaragua y Venezuela, tambien podrian hacer lo mismo. Adivina quienes seran los que ocuparan los vuelos a Venezuela? Puros de Morena con boletos pagados de nuestros impuestos.",NEG
@usuario Enseñando el cobre; asi o mas claro? Que mas pruebas quieren?? Para saber de que lado masca la Iguana.,NEG
"@usuario Ojo, mucho ojo, Esto es lo que esta pasando en Nicaragua. El que tenga ojos que vea, el que tenga oidos que escuche. @usuario",NEU
"@usuario Que duro mensaje para lo que esta pasando en los paises socialistas. Ojo, mucho ojo.",NEG
"@usuario No pues como; candil de la calle, obscuridad en su casa? Que primero arregle su pais y luego quiera arreglar los extranjeros.",NEG
"@usuario En que cabeza cabe? Que no se dan cuenta del daño criminal que estan haciendo al ecosistema global, xke ahi existen corrientes submarinas que solo existen en esta parte del mundo. No se que tienen en la cabeza.",NEG
"@usuario No es el INE, es la constitucion; lo que ell@usuario quieren es desacreditar al INE para poner a sus paleros y robarse las elecciones; que lean y consulten la constitucion. Un gobernante que se aparta de la constitucion, es un peligro para Mexico.",NEG
"@usuario Ya ves de donde aprenden los mexicanos a burlarse de tod@usuario sea quien sea? Si el mismisimo presidente se burla, pues le da pie a tod@usuario para hacer lo mismo. Asi que el que se lleve, se aguanta, sea quien sea.",NEG
"@usuario No lo ignoro, solo lo evadio.",NEU
@usuario @usuario Lo que nos faltaba. Y no hay una que apoye a los pobres Ucranianos???,NEG
"@usuario AMLO va a decir que existe pluralidad y autonomia y que respeta lo que decidan. Lo que quiere decir, que los apoya.",POS
@usuario Ya te respondio Fede? AMLO solo escucha su interior y nadie mas.,NEG
@usuario @usuario @usuario  url,NEU
@usuario @usuario @usuario @usuario Entonces Amlo no es el presidente de Tod@usuario?,NEG
@usuario Algo se aprende de escuchar las mañaneras.,POS
@usuario Es diplomatico. Porque lo cortes no quita lo valiente. Eso es todo.,NEU
"@usuario @usuario Solo cambio de manos, ahora se los llevan otr@usuario.",NEG
"@usuario @usuario Por cierto, ya llegaria Lord Molecula de regreso a su casa?  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario @usuario Veremos y diremos como dice el gran Caton.,NEU
"@usuario Una mentirilla piadosa para alagar a YSQ.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji  Aquel se avienta 85 mentiras diarias, asi que 1 no es ninguna.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario El gobierno de la trasparencia.,NEG
@usuario  url,NEU
"@usuario Pues es que el empezo, cuando dijo que tendriamos hospitales como en Suiza y Dinamarca; pero creo que mas bien se referia a algunos domicilios de CDMX.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario @usuario No es de los consentidos de AMLO y Morena.,NEG
@usuario  url,NEU
@usuario  url,NEU
@usuario @usuario @usuario Y ya entegaron todos los premios del avion? Que verguenza que hayan tardado mas de 1 año para entregar los premios.,NEG
@usuario Y no dijo cuanto gana?,NEG
@usuario  url,NEU
@usuario  url,NEU
@usuario Lo bueno qu el que se lleva se aguanta; pero es tan sencible la doña que luego luego te bloquea.,NEU
@usuario  url,NEU
"@usuario Wow,  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji",NEU
@usuario  url,NEU
@usuario  url,NEU
@usuario AMLO,NEU
@usuario @usuario Prehuntale a Lord Molecula y a los que hoy no pudieron llegar al AIFA,NEG
@usuario @usuario @usuario @usuario Lilly Tellez y Kenya,NEU
"@usuario @usuario Falta incuilr a Brozo, un ciudadano que hace temblar desde el mas alto al mas bajo del Palacio. Aunque no lo crean.",NEG
@usuario @usuario Solitos se destruyen,NEG
@usuario @usuario  url,NEU
"@usuario Si Marti, pero a nivel nacional ya estamos al Triple de Calderon. Que nos pasa??? Dijeron que ustedes si sabian como hacerlo y que el cambio se notaria desde el 1er dia, y vaya que si, pero al reves volteado como dicen en el rancho.",NEG
"@usuario @usuario Estan: Lilly Kenya Xochitl Brozo Cualquiera de ellos, les pone un baile marca ACME, a las corcholatas de YSQ.",NEG
@usuario @usuario @usuario Que gacho nacho,NEG
@usuario Pero que de ella no se rian o se burlen xke de inmediato te bloquea.,NEG
@usuario Ahi les hablan Mario ojitos Delgado y el gordis el carnal Marcelo. A donde fue a parar toda la lana???,NEG
@usuario @usuario  url,NEU
@usuario  url,NEU
@usuario  url,NEU
@usuario Como extranan a EPN.,NEG
@usuario Hay que reclamarle a Mario ojitos Delgado y al gordis Marcelo.,NEG
@usuario Ya encarcelaron a los responsables de la L12 del Metro?,NEG
@usuario  url,NEU
"@usuario Ya llego el Lord Moleculin, ya tiene como 10 horas perdido.  url",NEG
@usuario  url,NEU
@usuario  url,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji,NEU
@usuario  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario  url,NEU
@usuario  url,NEU
@usuario Le hubieras dado un raid al pobrecito de Lord Molecula que hizo mas de 3 horas.,NEG
@usuario @usuario @usuario Mas de 3 hrs,NEU
@usuario @usuario Mas de 3 horas,NEU
@usuario  url,NEU
@usuario Mas de 3 hrs,NEU
@usuario Mas de 3 horas.,NEU
@usuario  url,NEU
"@usuario Pero mientras no haya vuelos internacionales, sera un Elefante Blanco. Cual es el problema de que no haya vuelos internacionales???",NEG
"@usuario Pero entonces aun no hay vuelos a LA, HOUSTON, DALLAS? entonces xke es Internacional?",NEG
@usuario Osea que es un aeropuerto bananero? Entonces para que tanto escandalo??,NEG
"@usuario Sin trafico, y con trafico?",NEU
"@usuario Me informas entre semana cuanto haces, para ver si me animo.",NEU
"@usuario Me imagino que ya estan agotados los boletos para los primeros viajes a Venezuela. Pura gente del gobierno de la 4t y quiza pagado con nuestros impuestos. Y me imagino que tu Fede estaras tambien ansioso x ir a Venezuela, no?  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario @usuario  url,NEU
"@usuario Y a proposito, cuanto gana Josera? Porque el si es un PEP y tiene la obligacion de publicar sus ingresos.",NEU
"@usuario Pues no que eran diferentes? Entonces confirmas que son la misma gata. Pero esta mas revolcada xke tiene de chile, dulce y de manteca. Entendi durante toda la campaña que eran dif a los anteriores y ante Aristegui prometio Amlo que no tumbaria 1 solo arbol x el tren maya. Sou???",NEG
@usuario  url,NEU
@usuario  url,NEU
@usuario @usuario Veremos y diremos como dice Caton.,NEU
"@usuario Pero la culpa no la tiene el indio, sino el que los hizo compadres y los sigue solapando; que tanto se deberan o se sabran?",NEG
@usuario @usuario @usuario @usuario @usuario @usuario Ya salio el peine.,NEU
"@usuario @usuario @usuario @usuario @usuario @usuario Pues claro, son la misma gata, pero esta mas revolcada; solo los pobres chairos creen que Morena bajo del cielo. Pobres ilusos.",NEG
@usuario  url,NEU
@usuario @usuario Que tan apurados estan que quieren ke lo mandemos a su rancho.,NEG
@usuario Que se vaya y que se vuelva a elejir un nuevo presidente. Ya no puede mas.,NEG
"@usuario Ya lo dijo el gran Porfirio, que se estan dado con todo, entre los mismos de Morena.",NEG
"@usuario @usuario @usuario @usuario Y que se quede un incondicional del presidente? Y la nieve de que sabor la quieres? Tanto que lucharon disque x una verdadera democracia y quieren llegar a sus raices, del PRI de los 70's? Para eso me gustaban. Quieren democracia o quieren autoritarismo? Fuera mascaras.",NEG
@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  url,NEU
@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  url,NEU
@usuario Si AMLO tiene el poder y no hace nada; pues imaginate como ha de estar el lodazal.,NEG
"@usuario Como lo dijo el gran Porfirio, Morena se Desmorona, xke entre ell@usuario se estan dando con todo; quieren llevarse en un sexenio lo que el PRIAN se llevo en 80 años; asi de remoras estan y lo malo que la culpa no la tiene el indio, sino el que los hizo compadres.",NEG
"@usuario Estsria de acuerdo si con 1 voto de dif se fuera a su rancho y sin la oblig. De que voten 40M de personas y que el pueblo elija a un nuevo presidente, pero si no es asi y en caso remoto ke se fuera, el seleccionaria a uno de sus corcholatas y el seguiria mandando. No veo dif.",NEG
"@usuario @usuario Estimado Raphael, cuando regresas a Monterrey Mexico.",NEU
@usuario @usuario Cuando vienes de nuevo a Monterrey estimado Jose Maria Napoleon. Esperemos que sea pronto.,NEU
"@usuario @usuario Mi pregunta es, si la mayoria de la oposicion no vota y solo la  cairiza, con eso ganaria YSQ, si es asi, xke les preocupa tanto que la gente no vaya a votar a este circo, sacado de paises vananeros, socialistas y comunistas? Para que nos kieren?",NEG
"@usuario Esas ayudas ya estaban desde gobiernos anteriores, ademas, ese dinero no es de AMLO ni de este gobierno, es de nurstros impuestos. Lo que pasa que este es un gobierno de miedo y de mentiras.",NEG
"@usuario Con BROZO tienen para que Quieren mas; ese si hace temblar a muchos sino, pal baile vamos.",NEU
@usuario  url,NEU
@usuario Se tambalea tambalea tambalea la 4t,NEG
@usuario @usuario @usuario Y el gobierno? Calla como momia. Donde esta Epigmenio contando los que nos faltan? Hipocritas Fariseos como dice @usuario,NEG
@usuario Creo que todos reprobaron en Civismo.,NEG
"@usuario Tal como lo dijo el gran Porfirio Muñoz L, que morena se desmorona xke estan tod@usuario contra tod@usuario; como nunca habian tenido un hueso, todos quieren su tajada; asi que no duden la desbandada que se avecina y que ya la estamos viendo, x eso kieren adueñarse del INE, no los dejemos.",NEG
"@usuario Asi es, aqui hay gato encerrado; creen que el pueblo es tonto.",NEG
@usuario  url,NEU
@usuario @usuario Hay alguien que duro mas de 20 años queriendo ser presidente y cuando llego se le olvido a que habia llegado. No confundas la gimnacia con la magnecia.,NEG
@usuario @usuario Van a decir que era del jardinero y que aprovecho para tomarse la foto.,NEU
@usuario @usuario  url,NEU
@usuario Igualmente y a seguirle dandole duro y con TODO.,POS
@usuario @usuario @usuario Brozo para Presidente.,NEU
"@usuario @usuario Brozo para presidente; si en Ucrania se pudo xke aqui no? Ademas, dudo que alguien de la oposicion este a la altura de Brozo, Si, o No?",NEU
@usuario Todos a votar para mandarlo a su rancho xke ya no puede mas y poner a su carnal Marcelo en su lugar. Digo no?,NEG
"@usuario Cuando tenga al menos la capacidad del 50% de lo que tiene el AICM, te lo creo; por lo que si sigue con menos de ese %, sera un Elefante Blanco muy caro para el pueblo.",NEG
@usuario  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji  emoji dorso de mano con índice hacia abajo emoji  emoji dorso de mano con índice hacia abajo emoji  emoji dorso de mano con índice hacia abajo emoji   url,NEU
"@usuario Mmmm, yo cuando tenia 15 años y que empece a trabajar en un restaurante, me decian Señor y ya te imaginaras como me sentia.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji",NEU
"@usuario Claro que si, pero nunca le negaria las quimios como lo hace este gobierno de 4ta",NEG
"@usuario Esta bien se reprueba su actitud, pero es mas grave que este gobierno les haya cancelado las quimios o no?",NEG
"@usuario @usuario Seria lo mas terrible; se lucho por tener un organismo autonomo y ahora que YSQ ponga a sus incondicionales, seria igual o peor cuando Bartlet y CSG tumbaron el sistema y la historia ya la conoces.",NEG
"@usuario @usuario Marcelo esta en 2 y 3, solo esta esperando que alguien le guiña el ojo para irse; xke es muy lamentable el trato que le dan en este gobierno; lo tienen arrodillado y sin tomarlo en cuents; aunque x su falta de caracter dudo que alguien se interese x el. Veremos y diremos...",NEG
"@usuario Hombre, que grande es este gobierno. Primero los pobres?  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo emoji  Pero para tenerlos solo como mascotas, maizandolos. Digo, xke asi lo dijo el propio AMLO.",NEG
"@usuario Y que me dices de los sepulcros blanqueados del equipo de CS, para arrebatarle a la malagueña a Sandra Cuevas su alcaldia? A esos les llamas buenos democratas? Que no reconocen que el pueblo no los quiere? Pero en el pecado llevaran su penitencia; el pueblo no es tonto ""AMLO"".",NEG
"@usuario Me imagino, y te entiendo, acabas de ver el video de Epigmenio de seguro. Me paso igual, en 5 minutos lo vi todo; al menos he de reconocer que rompi record xke una mañanera no le aguanto ni 1 minuto.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario @usuario Mas bien nunca lo tuvo.,NEG
@usuario @usuario Yo lo empece a ver pero se me hizo tan aburrido como la mañanera y me fui hasta el final. Lo poco que vi se me hizo x.,NEG
"@usuario Ahora si, a mandar a su rancho a YSQ. xke ya esta muy cansado; dice que ya no puede mas; todos a votar para que se vaya a descansar a su rancho.",NEG
"@usuario Se me hace mas grotesco que este gobierno no les de las quimios a los niños con cancer, ahi callan como momias.",NEG
@usuario @usuario Yo ni a eso llego.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji,NEU
@usuario  url,NEU
@usuario Y a Brozo donde lo dejas? Ese si que pone a temblar a todo el palacio y a todos los 4treros.,NEG
@usuario  url,NEU
@usuario Bien Lorenzo  url,POS
@usuario  url,NEU
@usuario @usuario  url,NEU
"@usuario Yo agregaria a Brozo alias Victor Trujillo. Aunque no lo creas, seria con el que mas temblaria todo el palacio.",NEU
"@usuario @usuario Y si te contrato, porque ayer en la presentacion fue como si de ti hubiera salido y el como que no sabia nada?. Digo, eso se noto en el video de ayer.",NEU
"@usuario Cuando tenga al menos el 50% de lo que tiene el Aeropuerto de CDMX ya podremos festejar, xke para 8 vuelos diarios pues es x. Ya cuando desfogue un 50% de los vuelos, y con vias de acceso buenas y rapidas, festejaremos. Ahorita es como festejar que tengo un motor de un mustang.",POS
@usuario @usuario Donde esta la cantidad de muertos que los chairos y mercenarios chayoteros de Morena tanto cacarearon? Se las comieron toditas todas sus mentiras.,NEG
@usuario @usuario @usuario @usuario  url,NEU
@usuario @usuario A ver si algo aprenden los gobiernos de Morena.,NEG
@usuario @usuario Gracias al INE y a EPN Morena esta en el gobierno.,NEG
@usuario @usuario Que weva.,NEG
@usuario Nosotros tenemos otros datos.,NEU
@usuario  emoji cara llorando fuerte emoji  emoji cara llorando fuerte emoji  emoji manos en oración emoji  emoji manos en oración emoji,NEU
@usuario  url,NEU
"@usuario Como dijera YSQ, quien pompo.",NEU
"@usuario @usuario Y los politicos peleandose por la votacion a la Revocacion, cuando el pais esta sumido en la inseguridad x todas partes",NEG
"@usuario @usuario Y los politicos peleandose por la votacion a la Revocacion, cuando el pais esta sumido en la inseguridad x todas partes",NEG
@usuario  url,NEU
@usuario Queremos velas no veladoras; ya de promesas estamos hasta el gorro; que cumpla lo que prometio en campaña y estariamos muy pero muy felices. Inseguridad Corrupcion Menos pobres Democracia Presidente de tod@usuario los mexicanos Bajar el precio de los combustibles Etc Etc Etc Etc Etc,NEG
"@usuario Si para ir al nuevo aeropuerto se requiere ir en helicoptero? Pues creo que no hay mucho que agregar. No creo que los chairos ni el publico en general pueda pagar un taxi-helicoptero, a lo mejor y sale mas caro el caldo que las albondigas. Pero ahi esta lo que decidio YSQ.",NEG
@usuario Y cuanto costara??,NEU
@usuario Quien pompo como dice YSQ.,NEU
"@usuario @usuario Lo mas importante es que sea rentable xke nos costo mucho $; la cancelacion del nuevo aeropuerto y la inversion de este y al haber ocultado todas las compras cuando Loret les descubio que tenian emprechas fachada como proveedores, quedan muchas dudas.",NEG
"@usuario Pues si para que cumpla todo lo que prometio. Porque como dice tu cancion "" el fandango aqui"". Y no vemos resultados; el pais esta en llamas y el gobierno solo acusando al pasado; el prometio que si sabia como hacerlo y estamos peor que Calderon y EPN, y el nada de muertito.  url",NEG
@usuario Lo que no logro entender es porque les interesa tanto que mandemos a su presidente a su rancho? En realidad ya se cansaron de el? Digo xke no ha dado nada de lo que prometio en campaña; salio peor que Calderon y Peña.,NEG
@usuario Que se dejen de jaladas y que den resultados; son puro bla bla bla bla y el pais se cae a pedazos y a este gobierno le vale un comino.,NEG
@usuario Y  Mario Delgado,NEU
"@usuario @usuario Y Pio, y Martinazo, y Delfina y Felipa y las casas de Bartlet, Ackerman, Irmaerendida y xke esconden todas las compras. Son una bola de rateros y corruptos. Tu mismo lo digiste; o te callaron la boca a billetazos?  url",NEG
@usuario  url,NEU
@usuario Para que siga. ...pero robando...,NEG
@usuario Ya es el colmo Que nadie pare la delincuemcia en este pais.,NEG
@usuario @usuario @usuario Eso esperamos.,NEU
@usuario Sin comentarios. Enserio les importa mucho que la gente vaya a votar para enviarlo a su rancho? Aqui huele a gato encerrado.,NEG
"@usuario Es por eso que si deberas queramos a un buen payaso de verdad, ahi esta BROZO, que si se lanza hace temblar a todo el palacio y la 4T, xke la oposicion esta dormida; se necesita un ciudadano que vaya con todo y ya kisieran muchos politicos tener el temple e intelig. de Brozo.",NEG
"@usuario Para mi que hubo mano negra en seleccionar a los Senadores que estarian en la comparesencia del fiscal; puros tibios y con otras cosas mas del pasado. Falto Loret y Brozo, perdon, Lilly, Kenya, Xochhitl y uno que otro que x ahi se me escapa.",NEG
@usuario Para mi que alguien selecciono a los Senadores que estarian con el Fiscal. No quisiera pensar que hubo mano negra.,NEU
"@usuario Tambien te falto decir que apoyo la transformacion cuando le robo la presidencia  C. Cardenas cuando tumbo el sistema y le dio el gane a CSG, para que hiciera el TLC y dejar fura a la izquierda. El ke no conoce la historia, esta condenado a repetirla. Aguas...",NEG
@usuario  url,NEU
"@usuario De ahi sacara para pagar los 150 millones que le regalaron, perdon, que le prestaron en Bancomext?",NEU
@usuario A quien quieren engañar? Creen que el pueblo es tonto?,NEG
@usuario @usuario  url,NEU
@usuario Y Delfina? Y Pio Y Martinazo? Hicieron lo mismo no? Este gobierno nos esta dejando a deber mucho xke en campaña ofrecieron el cielo el mar y las estellas y lo ke han dado son puros palos de ciego.,NEG
"@usuario @usuario Eso es lo que quisiera YSQ, pero deja que se destape @usuario  Y a ver que carita ponen en el palacio de la china y los chairo-bots. Xke Brozo como dijo YSQ es inteligente y no se anda por las ramas.  url",NEG
@usuario Y que opinas de lo de Sandra Cuevas? Crees que esa es la verdadera democracia que ofrecio YSQ en campaña? Al puro estilo de los gobiernos dictadores.,NEG
"@usuario Como dijera YSQ, quien pompo??? Ademas de las que tiene en EEUU y Mexico; el si que es un buen aspiracionista, no como AMLO quiere que el pueblo sea. Pobre para que no seamos blanco de secuestros.",NEG
@usuario @usuario @usuario  url,NEU
"@usuario Y Pio, y Martinazo, y Felipa y Delfina, y la linea 12 del metro; A en ellos no aplica xke son de Morena. Vamos bien? Crei que la justicia era ciega...",NEG
@usuario  url,NEU
"@usuario @usuario Metanle mas inteligencia; no sean tan mediocres; algo que sea mas original. No encuentran como sacarse la daga bien clavada que les dio Lilly, con la misma medicina de YSQ.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo emoji",NEU
@usuario Quien pompo??,NEU
"@usuario @usuario Como dijera YSQ, quien pompo???",NEG
"@usuario Como dijera YSQ, quien pompo??",NEU
@usuario @usuario  url,NEU
"@usuario @usuario Si tanto les gusta, que alla se queden pero que no se traigan malas mañas que con las que tenemos sobran.",NEG
@usuario @usuario @usuario  url,NEU
@usuario  url,NEU
@usuario @usuario @usuario  url,NEU
@usuario O que agarre parejo,NEU
"@usuario Ese lo destapo YSQ, pero deja que destapen a BROZO y veras como se va a poner a temblar YSQ. A ver si lo dice con el mismo sarcasmo.",NEG
@usuario @usuario @usuario Y porque se tomo esa decision?,NEU
@usuario No adelantes visperas como se decia antes; veremos y diremos como dice Caton. Solo tengo una duda; si todo lo que dice Loret es mentira? Que les preocupa? Si todo lo que dice Loret es verdad? Xkr lo critican? Donde esta su inteligencia para separar el bien y el mal? O son paleros,NEG
"@usuario Dile que tambien considere a @usuario BROZO, para que veas que carita pone.",NEG
@usuario @usuario @usuario  Que le digan que vamos a lanzar a BROZO a ver que carita pone? Ahi si que entre dientes dira: han nanita; cualquiera menos Brozo.,NEG
@usuario Cuando las vivoras cambian de piel. Apoco crees que Morena bajo de cielo??  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  Eso dejalo para los chairos  url,NEU
@usuario  url,NEU
@usuario Y cual seria el problema? Xke todo lo ven desde una optica equivocada? Xke no piensan que alguien de la 4T tiene decisiones personales y no se somete a caprichos de sus jefes cuando ve que algo esta mal? En tu sano juicio llegaste a imaginar que Bartlet fuera el + cercano a AMLO?,NEG
@usuario  url,NEU
"@usuario Aguas porque cuando la perra es brava, hasta los de la casa muerden.",NEG
@usuario Que duro,NEG
"@usuario Aguas porque cuando ""la perra"" es brava, hasta los de la casa muerde.",NEG
@usuario Y Delfina Gomez? No es el mismo escenario???,NEU
"@usuario @usuario @usuario @usuario Asi es, todos sabemos la triste realidad; que tienen la daga bien clavada y ahora quieres sacarsela ak precio que sea.",NEG
@usuario  url,NEU
@usuario Le falto Brozo el hueso duro de roer y la piedra en el zapato de YSQ.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo con ojos grandes emoji  emoji cara sonriendo ligeramente emoji,NEU
@usuario A ver cuando se destape BROZO como le va a caer a YSQ? Bueno y a todas sus tribus. No se la van acabar.  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  emoji cara sonriendo con sudor frío emoji  emoji cara sonriendo con los ojos cerrados emoji  emoji cara radiante con ojos sonrientes emoji  emoji cara sonriendo con ojos sonrientes emoji  emoji cara sonriendo emoji,NEU
@usuario Te voy a reconocer cuando lo vea que es rentable y que ahi los vuelos sean puntuales. Veremos y diremos. Ya no falta mucho.,POS
"@usuario Ya inicio la guerra sucia? Se ve que les dolio, xke les pegaron donde mas le dolia a la izquierda. Ese sera su verdadera democracia?",NEG
"@usuario Y Pio, y Martinazo y Felipa, y tantos corruptos que se han identificado en el gobierno Federal? Ahi no aplica? Acuerdate que la ley es ciega, pero tal parece que durante lo que dure este gobierno, solo aplicara en los bueyes de mi compadre; acuerdate que esto es un bumerand.",NEG
"Asi, o mas claro???  url",NEU
@usuario Y los Fideicomisos apa? Y porque ocultan todas las compras de este gobierno apa? No que eran diferentes a los otros apa?,NEG
"@usuario Ya se sabe de que lado mazca la Iguana. Pobre Mexico, en mano de quien estamos.",NEG
"@usuario Y a Brozo donde lo dejan? No creo que alguien le llegue a Brozo. No he visto a nadie de la oposicion que le diga sus verdades a YSQ, como el se las ha dicho.",NEG
@usuario @usuario @usuario Este trio mata hasta una quintilla de candidatos de YSQ.  url,NEG
"@usuario Se doblegaron. Que barbaros, ya sabemos quien tiene el poder.  url",NEG
@usuario @usuario @usuario  emoji cara con símbolos en la boca emoji  emoji cara sonriendo con cuernos emoji  emoji cara cabreada emoji  emoji demonio japonés oni emoji,NEG
@usuario Que verguenza.,NEG
@usuario  url,NEU
@usuario @usuario @usuario @usuario @usuario A perdon; y en que estados gobierna el presidente?,NEG
@usuario  url,NEU
"@usuario @usuario @usuario Pobre Marcelo, no lo toman en cuenta.",NEG
@usuario  url,NEU
@usuario @usuario @usuario @usuario  url,NEU
@usuario Bien x Porfirio; el no tiene nada que perder y x eso dice toda la verdad.,POS
@usuario Pense que era un Aeropuerto; no vayan a estar vaticinando un nuevo Elefante Blanco.  url,NEG
